address,in_btc,out_btc,balance,in_degree,out_degree,unique_in_degree,unique_out_degree,mean_in_btc,mean_out_btc,first_active,last_active,max_in_btc,min_in_btc,max_out_btc,min_out_btc,in_standard_deviation,out_standard_deviation,in_transaction_frequency,out_transaction_frequency,in_amount_frequency,out_amount_frequency
147F2VFjFWw7DEvHcX4u1wUN6ZuvuVVHcG,240.59,240.59,0.0,1,1,1,2,240.59,240.59,2011-01-29T01:51:47Z,2011-01-29T01:58:21Z,240.59,240.59,230.59,10.0,0.0,110.295,1.0,1.0,240.59,240.59
1CmLahMrmmu8zUsXTBpz9LjEacrTbsqfna,294.25,294.25,0.0,1,1,1,2,294.25,294.25,2011-01-29T20:24:23Z,2011-01-29T20:59:44Z,294.25,294.25,294.2,0.05,0.0,147.075,1.0,1.0,294.25,294.25
16WfEwkS6SZm1L1J6rMhQrXb6wPqqZ9sGU,25.96,25.96,0.0,1,1,1,1,25.96,25.96,2011-01-29T16:49:30Z,2011-01-30T19:17:20Z,25.96,25.96,25.96,25.96,0.0,0.0,1.0,1.0,25.96,25.96
16Bht8dVNf877nmf8SrB2ej8ttB1nuviCP,47.13,47.13,0.0,1,1,1,2,47.13,47.13,2011-01-29T22:15:35Z,2011-01-29T23:25:10Z,47.13,47.13,47.08,0.049999999999999996,0.0,23.514999999999997,1.0,1.0,47.13,47.13
1PcaPoeFLR9TGmUnXT4bWjUWgu9thEwmDx,13.86,13.86,0.0,1,1,1,1,13.86,13.86,2011-01-29T18:25:31Z,2011-01-30T19:17:20Z,13.86,13.86,13.859999999999998,13.859999999999998,0.0,0.0,1.0,1.0,13.86,13.86
1JhXNL9wfV7RfF5GourYkhLt8j3yq8vfhs,187.30812754,187.30812754,0.0,233,45,334,54,0.8038975430901287,4.162402834222222,2010-12-21T11:01:57Z,2012-12-26T02:10:14Z,2.52,1.739480341965055e-12,25.000000000000007,9.247960229161731e-08,0.5529883659904039,4.777107006761792,0.31700680272108844,0.061224489795918366,0.2548409898503401,0.2548409898503401
1NHkPB1ZjouBMoSWdSdJuxd9iQVfcv55Yh,1.0,1.0,0.0,1,1,1,1,1.0,1.0,2011-01-29T02:30:35Z,2011-01-29T03:43:14Z,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1FenvYP6kwazsusQZV1EJnuRnhM2buQNoy,4.47,4.47,0.0,1,1,1,2,4.47,4.47,2011-01-29T20:50:29Z,2011-01-29T22:36:35Z,4.47,4.47,3.06,1.41,0.0,0.8250000000000001,1.0,1.0,4.47,4.47
1BeVfyvemMJYbvor95ydLTnbzH8aWcUwCp,1.18,1.18,0.0,1,1,2,2,1.18,1.18,2011-01-29T07:13:06Z,2011-01-29T08:28:27Z,0.7829027113237641,0.39709728867623606,1.13,0.05,0.19290271132376402,0.5399999999999999,1.0,1.0,1.18,1.18
19mXoWUaYuVRLaDyzAhswmSJEaHECBpoNT,0.63,0.63,0.0,1,1,1,2,0.63,0.63,2011-01-29T10:32:47Z,2011-01-29T11:17:15Z,0.63,0.63,0.58,0.05,0.0,0.265,1.0,1.0,0.63,0.63
1AWALyfAjdJUYfBptEyZKu51cvCha7aJV5,13.96,13.96,0.0,1,1,1,2,13.96,13.96,2011-01-29T13:00:43Z,2011-01-29T13:09:13Z,13.96,13.96,9.95,0.01,0.0,4.084199908046726,1.0,1.0,13.96,13.96
18iEsstC8FEpPDRqEwQ8Cg3Sif3YbxHaBY,2.0,2.0,0.0,1,1,1,1,2.0,2.0,2011-01-29T03:36:28Z,2011-01-29T12:42:59Z,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0
1EcyAmHXaWX3fdofGS5GEytCMEo4knp2PF,0.99,0.99,0.0,1,1,1,1,0.99,0.99,2011-01-29T14:18:00Z,2011-01-29T16:08:33Z,0.99,0.99,0.99,0.99,0.0,0.0,1.0,1.0,0.99,0.99
1pjULp9gfKMfPJA1QGhuyhKXpmveJ1cFC,143.87,143.87,0.0,2,2,2,4,71.935,71.935,2011-01-29T22:36:35Z,2011-01-30T01:38:03Z,77.98,65.89,76.99,0.89,6.045000000000002,35.283098202255424,2.0,2.0,143.87,143.87
16GKh2tgMLcdG7fcYYJxXGVenemTMFp3E2,1.0,1.0,0.0,1,1,1,2,1.0,1.0,2011-01-29T00:31:29Z,2011-01-29T01:44:37Z,1.0,1.0,0.997506234413965,0.0024937655860349127,0.0,0.497506234413965,1.0,1.0,1.0,1.0
1Q4SBncvBofJcXj18HZ7VnTgUWmKd34Jnf,2.07,2.07,0.0,1,1,1,2,2.07,2.07,2011-01-29T08:28:27Z,2011-01-29T09:21:14Z,2.07,2.07,1.85,0.22,0.0,0.8150000000000001,1.0,1.0,2.07,2.07
1MqahrbKtFDMS9rQhyxxCH99aXyb9d9dF5,17.01,17.01,0.0,1,1,1,2,17.01,17.01,2011-01-29T16:44:57Z,2011-01-29T17:06:19Z,17.01,17.01,16.96,0.05,0.0,8.455,1.0,1.0,17.01,17.01
