address,in_btc,out_btc,balance,in_degree,out_degree,unique_in_degree,unique_out_degree,mean_in_btc,mean_out_btc,first_active,last_active,max_in_btc,min_in_btc,max_out_btc,min_out_btc,in_standard_deviation,out_standard_deviation,in_transaction_frequency,out_transaction_frequency,in_amount_frequency,out_amount_frequency
1CGhNopqi9ReeM6Us6Rw94W7tYrNkz4F6n,24.95,24.95,0.0,1,1,1,2,24.95,24.95,2011-01-19T14:03:37Z,2011-01-19T17:06:05Z,24.95,24.95,23.42083480098626,1.5291651990137372,0.0,10.94583480098626,1.0,1.0,24.95,24.95
15QVsbVML6jrQieuyZuw1kfXibCtmgMCrv,38.4,38.4,0.0,1,1,1,2,38.4,38.4,2011-01-19T14:03:37Z,2011-01-19T17:06:05Z,38.4,38.4,33.07,5.33,0.0,13.870000000000001,1.0,1.0,38.4,38.4
1AfGBqXb5ZUuwH8nQkSJCKvj3kWg8aJFrZ,140.31604617,140.31604617,0.0,119,15,116,24,1.1791264384033613,9.354403077999999,2010-12-30T16:28:57Z,2012-05-28T19:37:52Z,1.94,0.0050386423392558355,51.0,0.00020195960807838429,0.43819039780024316,12.77652829292899,0.23106796116504855,0.02912621359223301,0.2724583420776699,0.2724583420776699
13wW2rJUR5yBy3WBJzDjCADKRyhJs9XNSm,49.85,49.85,0.0,1,1,1,2,49.85,49.85,2011-01-19T14:03:37Z,2011-01-19T17:06:05Z,49.85,49.85,49.79999999999999,0.05,0.0,24.874999999999996,1.0,1.0,49.85,49.85
17oxfQ13dg8kjTCT6LdJEZyvN5tTQ29z31,49.7,49.7,0.0,1,1,1,2,49.7,49.7,2011-01-19T14:03:37Z,2011-01-19T17:06:05Z,49.7,49.7,49.550000000000004,0.15,0.0,24.700000000000003,1.0,1.0,49.7,49.7
1DGfCEG6vcu77vCcQwP1vLeG6JnuWBe3CM,41.74,41.74,0.0,1,1,1,2,41.74,41.74,2011-01-19T14:03:37Z,2011-01-19T17:06:05Z,41.74,41.74,39.58,2.16,0.0,18.709999999999997,1.0,1.0,41.74,41.74
1HP2HbZh4yoUkDRQCpoAQLDaWhX1yR3nxP,32.37,32.37,0.0,1,1,1,2,32.37,32.37,2011-01-19T14:03:37Z,2011-01-19T17:06:05Z,32.37,32.37,25.62,6.75,0.0,9.435,1.0,1.0,32.37,32.37
12CQhJw8UGWRx4nKVkNeQNMNk5BDpg9i1h,47.82,47.82,0.0,1,1,1,2,47.82,47.82,2011-01-19T14:03:37Z,2011-01-19T17:06:05Z,47.82,47.82,46.99,0.83,0.0,23.080000000000002,1.0,1.0,47.82,47.82
1DwWEfqfqiaNXRKoaWXh8NPhiCL2Gp3J4D,1.05,1.05,0.0,1,1,1,2,1.05,1.05,2011-01-19T14:03:37Z,2011-01-19T14:03:37Z,1.05,1.05,0.99,0.06,0.0,0.465,1.0,1.0,1.05,1.05
1GpRUpn3Xi87XKzaQ1Pr9cGkQdsYWyHEj4,20.0,20.0,0.0,1,1,5,2,20.0,20.0,2011-01-19T14:03:37Z,2011-01-19T14:14:51Z,17.72,0.15,19.99,0.01,6.869780200268418,9.989999999999998,1.0,1.0,20.0,20.0
