address,in_btc,out_btc,balance,in_degree,out_degree,unique_in_degree,unique_out_degree,mean_in_btc,mean_out_btc,first_active,last_active,max_in_btc,min_in_btc,max_out_btc,min_out_btc,in_standard_deviation,out_standard_deviation,in_transaction_frequency,out_transaction_frequency,in_amount_frequency,out_amount_frequency
17KexYGzpCQ6ZEbjRthSnGwsBqdfieLHtg,90.46,90.46,0.0,1,1,1,2,90.46,90.46,2011-01-08T17:16:44Z,2011-01-08T17:18:22Z,90.46,90.46,90.41,0.05,0.0,45.18,1.0,1.0,90.46,90.46
15xgSZsVnCdnm5rykUy4AdWkndtEZEUoGh,0.5,0.5,0.0,2,2,2,3,0.25,0.25,2011-01-08T17:16:44Z,2011-01-12T19:16:28Z,0.4000000000000001,0.10000000000000002,0.22,0.1,0.15000000000000002,0.04988876515698588,0.5,0.5,0.125,0.125
1MC9Xk37FERRBJRDChk9rfXENuTAcCwYcJ,19.94,19.94,0.0,1,1,1,2,19.94,19.94,2011-01-08T17:16:44Z,2012-12-18T03:17:09Z,19.94,19.94,18.93,0.01,0.0,8.695026675570864,0.0014104372355430183,0.0014104372355430183,0.028124118476727786,0.028124118476727786
13pgR9GymNsW52FhGTeiUbVPM6uUXJ65AS,1.1,1.1,0.0,1,1,1,2,1.1,1.1,2011-01-08T17:16:44Z,2011-01-08T17:18:22Z,1.0999999999999999,1.0999999999999999,1.0,0.1,0.0,0.45,1.0,1.0,1.1,1.1
18NqW6dwhWptetMigrK3dHfKRaZy5s3ehj,6.52,6.52,0.0,1,1,1,2,6.52,6.52,2011-01-08T17:16:44Z,2011-01-08T17:18:22Z,6.52,6.52,3.52,3.0,0.0,0.26,1.0,1.0,6.52,6.52
1HkHfn5FF6QJBR4h8Z2eSGSSmzxK6Ka4Et,15.48,15.48,0.0,1,1,1,2,15.48,15.48,2011-01-08T17:16:44Z,2011-01-08T17:18:22Z,15.479999999999999,15.479999999999999,14.14,1.34,0.0,6.4,1.0,1.0,15.48,15.48
15ahBvc2SAo4kS1Nkp5yACXoJXYqVJqAV1,0.3,0.3,0.0,1,1,2,2,0.3,0.3,2011-01-08T17:16:44Z,2011-01-08T17:18:22Z,0.19999999999999998,0.09999999999999999,0.28421052631578947,0.015789473684210527,0.049999999999999996,0.13421052631578947,1.0,1.0,0.3,0.3
1JwpkGbkeLo4g1NKnurrjeMyzovVadKdSq,90.41,90.41,0.0,1,1,1,2,90.41,90.41,2011-01-08T17:18:22Z,2011-01-08T18:07:32Z,90.41,90.41,90.36,0.05,0.0,45.155,1.0,1.0,90.41,90.41
1Nv1MtsBMY2AGgsgxH1Y6W2mrZ2gNAb2UW,14.14,14.14,0.0,1,1,1,2,14.14,14.14,2011-01-08T17:18:22Z,2011-01-08T17:22:35Z,14.14,14.14,12.83,1.31,0.0,5.76,1.0,1.0,14.14,14.14
1DWhrWp6UWg6jv1tXCctF4yM3q1ft32yDF,3.52,3.52,0.0,1,1,1,2,3.52,3.52,2011-01-08T17:18:22Z,2011-01-08T17:22:35Z,3.52,3.52,3.0,0.52,0.0,1.24,1.0,1.0,3.52,3.52
1GkXfZQgpRcb7nLp7ZswEbJptUVwJQDRci,12.83,12.83,0.0,1,1,1,2,12.83,12.83,2011-01-08T17:22:35Z,2011-01-08T17:30:45Z,12.83,12.83,11.58,1.25,0.0,5.165,1.0,1.0,12.83,12.83
1JNCd4dY8P3ijfW84s878vsZiHgtB74cSU,0.52,0.52,0.0,1,1,1,2,0.52,0.52,2011-01-08T17:22:35Z,2011-01-08T18:03:58Z,0.52,0.52,0.49333333333333335,0.02666666666666667,0.0,0.23333333333333334,1.0,1.0,0.52,0.52
1Geyp3M6SbStNGFESeSNN4CXVuwpGCswvM,11.58,11.58,0.0,1,1,1,2,11.58,11.58,2011-01-08T17:30:45Z,2011-01-08T17:31:20Z,11.58,11.58,10.36,1.22,0.0,4.569999999999999,1.0,1.0,11.58,11.58
1GiYrSxfyLiZGpKGBADw1ZZZXQHpQfYtaF,10.36,10.36,0.0,1,1,1,2,10.36,10.36,2011-01-08T17:31:20Z,2011-01-08T17:33:10Z,10.36,10.36,9.2,1.16,0.0,4.02,1.0,1.0,10.36,10.36
1Gtfsrea9LX7dviHHnZiTgZBoBRkSxQ9WT,9.2,9.2,0.0,1,1,1,2,9.2,9.2,2011-01-08T17:33:10Z,2011-01-08T17:42:57Z,9.2,9.2,8.63,0.57,0.0,4.03,1.0,1.0,9.2,9.2
1DomYPDpbM4dkc84preJ7Aoey7hUD3drAE,2.0,2.0,0.0,1,1,2,2,2.0,2.0,2011-01-08T17:42:57Z,2011-01-08T17:51:11Z,1.7142857142857142,0.2857142857142857,1.75,0.25,0.7142857142857142,0.75,1.0,1.0,2.0,2.0
17xb7P73Lzvoz1n4J6dC1ZuwFRg5LoYwSp,40.0,40.0,0.0,1,1,2,2,40.0,40.0,2011-01-08T17:42:57Z,2011-01-08T18:33:56Z,34.285714285714285,5.714285714285714,36.67,3.3299999999999996,14.285714285714285,16.67,1.0,1.0,40.0,40.0
1BSK2ygWNSw446wARB2tes2mR5UtBMcEEj,8.63,8.63,0.0,1,1,1,2,8.63,8.63,2011-01-08T17:42:57Z,2011-01-08T17:51:11Z,8.63,8.63,8.07,0.56,0.0,3.755,1.0,1.0,8.63,8.63
