address,in_btc,out_btc,balance,in_degree,out_degree,unique_in_degree,unique_out_degree,mean_in_btc,mean_out_btc,first_active,last_active,max_in_btc,min_in_btc,max_out_btc,min_out_btc,in_standard_deviation,out_standard_deviation,in_transaction_frequency,out_transaction_frequency,in_amount_frequency,out_amount_frequency
1Fa6KzueLoZWu9cVjWpNHdBQ7tToG7s3Yw,40.52,40.52,0.0,1,1,1,2,40.52,40.52,2011-03-19T16:09:57Z,2011-03-19T21:08:48Z,40.52,40.52,39.94,0.58,0.0,19.68,1.0,1.0,40.52,40.52
17XpfkcPbeH6jNJE6GVHxvcukqXLJhveWj,22.31,22.31,0.0,8,7,16,13,2.78875,3.187142857142857,2011-03-18T00:17:18Z,2011-03-29T03:55:30Z,8.0,0.01,7.65,0.02,1.9692877763929566,2.3706881132231454,0.7272727272727273,0.6363636363636364,2.028181818181818,2.028181818181818
1PVgK7vJff3ftdbNukkWQFk2Qx5HzXNeXx,347.9945077,337.74399223,10.250515469999982,46,29,63,59,7.56509799347826,11.646344559655173,2011-02-16T19:01:41Z,2023-02-10T18:37:59Z,10.69304040189627,5.47e-06,47.92000000000001,2.5497837795985175e-08,4.25282851861229,8.514550409253468,0.010511882998171846,0.0066270566727605115,0.07952342497714808,0.0771809854273309
1PDQSK4JTEoLQ9u9p96DnsJFf1MbtcaQ1D,0.46,0.46,0.0,1,1,2,2,0.46,0.46,2011-03-19T17:03:43Z,2011-03-19T18:27:06Z,0.44434507320933914,0.015654926790660863,0.4576298057867618,0.0023701942132382087,0.21434507320933915,0.2276298057867618,1.0,1.0,0.46,0.46
13ZJtAjftruYGL2DZRX11npS3xVkcMW9gP,83.59,83.59,0.0,1,1,2,2,83.59,83.59,2011-03-19T03:31:10Z,2011-03-19T04:27:03Z,67.2939215285583,16.296078471441707,78.24338305916011,5.34661694083989,25.4989215285583,36.44838305916011,1.0,1.0,83.59,83.59
1xDSCPZtgysxKsCk5z3FR2spTd8t5xocj,1.1,1.1,0.0,1,1,1,2,1.1,1.1,2011-03-19T19:12:03Z,2011-03-19T19:12:03Z,1.1,1.1,1.04,0.01,0.0,0.47639852597962096,1.0,1.0,1.1,1.1
1J5ScQKGDHe2UMse3nd9BdSqZJugLTbfM6,78.05,78.05,0.0,1,1,1,2,78.05,78.05,2011-03-19T12:09:45Z,2011-03-19T12:47:10Z,78.05,78.05,78.03,0.02,0.0,39.005,1.0,1.0,78.05,78.05
1AeWzDMQyPWN6rvfcKstwXRzWFGLWgA6Dt,949.95,949.95,0.0,1,1,1,2,949.95,949.95,2011-03-19T12:09:45Z,2011-03-19T13:21:27Z,949.95,949.95,935.78,14.17,0.0,460.80499999999995,1.0,1.0,949.95,949.95
1E66uTxhEUt8XLTBzBR6TMzoiFQZFoojYp,3.96,3.96,0.0,1,1,1,2,3.96,3.96,2011-03-19T13:56:41Z,2011-03-19T14:02:53Z,3.96,3.96,3.06,0.9,0.0,1.08,1.0,1.0,3.96,3.96
15RZPHFjFSNXK5hsc3x8BgwidCweKbaHt6,44.82,44.82,0.0,1,1,1,2,44.82,44.82,2011-03-19T12:09:45Z,2011-03-19T13:03:25Z,44.82,44.82,43.11,1.71,0.0,20.7,1.0,1.0,44.82,44.82
