address,in_btc,out_btc,balance,in_degree,out_degree,unique_in_degree,unique_out_degree,mean_in_btc,mean_out_btc,first_active,last_active,max_in_btc,min_in_btc,max_out_btc,min_out_btc,in_standard_deviation,out_standard_deviation,in_transaction_frequency,out_transaction_frequency,in_amount_frequency,out_amount_frequency
17kzeh4N8g49GFvdDzSf8PjaPfyoD1MndL,51.113,51.113,0.0,12,5,11,3,4.259416666666667,10.2226,2011-02-19T22:22:22Z,2013-04-30T13:53:23Z,30.0,0.001,51.06,0.003,9.501278602187648,19.024988746529015,0.015,0.00625,0.06389125,0.06389125
12idomrmJjFZBW2619QvSjmjeiqcaw6vaZ,29.9,29.9,0.0,1,1,1,2,29.9,29.9,2011-02-19T12:09:22Z,2011-02-19T13:08:25Z,29.9,29.9,28.6,1.3,0.0,13.65,1.0,1.0,29.9,29.9
1Jf2nMirRzVw7Wpo2McbciYe55oziCP6PD,22.7,22.7,0.0,1,1,1,2,22.7,22.7,2011-02-19T07:10:12Z,2011-02-19T09:20:49Z,22.7,22.7,21.61,1.09,0.0,10.26,1.0,1.0,22.7,22.7
12wdGL7r6wYHgo2ZZj8WS2S5WvHE9cSDD9,38.59,38.59,0.0,1,1,1,2,38.59,38.59,2011-02-19T12:09:22Z,2011-02-19T13:08:25Z,38.59,38.59,37.57,1.02,0.0,18.275000000000002,1.0,1.0,38.59,38.59
1HgoibuX6k51DVbx8MQoo7ppc29KZVYMiM,0.65,0.65,0.0,1,1,1,2,0.65,0.65,2011-02-19T23:24:58Z,2011-02-20T01:24:36Z,0.65,0.65,0.56,0.09,0.0,0.23500000000000001,1.0,1.0,0.65,0.65
178PqPYi3Xke2NH1tGNjoevUkE9EpmGhqQ,322.9,322.9,0.0,1,1,1,2,322.9,322.9,2011-02-19T04:46:04Z,2011-02-19T05:16:09Z,322.9,322.9,322.85,0.05,0.0,161.4,1.0,1.0,322.9,322.9
1N6ud2Vxkps4rdqB813KJVNK9LDYDqB3Wu,48.06,48.06,0.0,1,1,1,2,48.06,48.06,2011-02-19T01:10:44Z,2011-02-19T02:11:21Z,48.06,48.06,47.95,0.11,0.0,23.92,1.0,1.0,48.06,48.06
1N9XhktiKBDQ3nDWswcUDusuJFhFXPVNm9,1.05,1.05,0.0,1,1,4,2,1.05,1.05,2011-02-19T15:04:48Z,2011-02-19T22:51:39Z,0.3090414583945898,0.18523963540135252,1.0395149786019973,0.010485021398002855,0.05126747215481114,0.5145149786019972,1.0,1.0,1.05,1.05
157jjfd7xWXNaTi2RLHGPh6gqrmBJ2QH6T,48.18,48.18,0.0,1,1,1,2,48.18,48.18,2011-02-19T01:10:44Z,2011-02-19T02:11:21Z,48.18,48.18,48.08,0.1,0.0,23.99,1.0,1.0,48.18,48.18
1jj7aejpkJuMkibuT3gyq2W9ENxCXMa1U,189.89,189.89,0.0,95,5,96,7,1.9988421052631578,37.977999999999994,2011-01-14T19:08:55Z,2011-06-29T22:56:16Z,2.51,3.6976387935132856e-05,129.19228150873965,0.11914443422263109,0.7196198637897655,42.9047420397585,0.572289156626506,0.030120481927710843,1.1439156626506024,1.1439156626506024
