address,in_btc,out_btc,balance,in_degree,out_degree,unique_in_degree,unique_out_degree,mean_in_btc,mean_out_btc,first_active,last_active,max_in_btc,min_in_btc,max_out_btc,min_out_btc,in_standard_deviation,out_standard_deviation,in_transaction_frequency,out_transaction_frequency,in_amount_frequency,out_amount_frequency
125KtE2B15dCdtXGdutoM5o1W8bHNiPZRa,46.9,46.9,0.0,1,1,1,2,46.9,46.9,2011-03-23T00:27:57Z,2011-03-23T02:11:01Z,46.9,46.9,45.7,0.01,0.0,21.26580092281711,1.0,1.0,46.9,46.9
1MaFmnQ2tsfVJTNTcup4vuYftbNjMP4JDz,94.18755786,94.18755786,0.0,29,5,403,7,3.247846822758621,18.837511572,2011-03-17T02:01:48Z,2021-05-01T22:02:17Z,11.42,9.787904736404304e-06,43.4,1.3545378961256134e-06,1.5016961350595743,17.06803149164492,0.007842076798269334,0.0013520822065981612,0.025469864213088157,0.025469864213088157
1DqnTi2FkmXjUxX1EwTq1XAstiW7AejHdR,0.98,0.98,0.0,1,1,1,2,0.98,0.98,2011-03-23T11:49:27Z,2011-03-27T12:54:25Z,0.98,0.98,0.632258064516129,0.347741935483871,0.0,0.142258064516129,0.25,0.25,0.245,0.245
1FBMTB5haLUdUsXhh7hoVK3rXtJNqSqd6N,46.82,46.82,0.0,1,1,1,2,46.82,46.82,2011-03-23T02:11:01Z,2011-03-23T09:51:26Z,46.82,46.82,40.58,6.24,0.0,17.169999999999998,1.0,1.0,46.82,46.82
1ArCNdBKwMuwtvYLAtwjCoSfkFWh6YsoDr,49.64,49.64,0.0,1,1,1,2,49.64,49.64,2011-03-23T19:55:23Z,2011-03-23T19:58:49Z,49.64,49.64,49.58,0.01,0.0,23.358099713423226,1.0,1.0,49.64,49.64
1FobDAPTDSedBSZNsYr1iKpbxYCi5VkdzQ,6.84,6.84,0.0,1,1,1,2,6.84,6.84,2011-03-23T09:51:26Z,2011-03-23T09:51:26Z,6.84,6.84,6.7,0.01,0.0,3.125795898647255,1.0,1.0,6.84,6.84
1MrqYHBgK5AekSz2vUKcZECHCTL14VRWn9,9.11,9.11,0.0,1,1,1,2,9.11,9.11,2011-03-23T21:11:11Z,2011-03-23T22:51:12Z,9.11,9.11,9.0166225,0.09337749999999999,0.0,4.4616225,1.0,1.0,9.11,9.11
1J6GWtMwCQVKLVZAuT54TorvTkL9RoyAxs,40.72,40.72,0.0,4,3,4,6,10.18,13.573333333333332,2011-03-17T17:05:43Z,2011-03-23T16:30:03Z,10.42,10.02,20.181002892960464,0.0009436696250679225,0.1529705854077836,6.918549494961126,0.8,0.6,8.144,8.144
1D6pJort5NnXua47czFW1eqznSzRjy1YR8,24.0,24.0,0.0,1,1,1,2,24.0,24.0,2011-03-23T21:11:11Z,2011-03-27T02:19:14Z,24.0,24.0,23.49,0.01,0.0,10.954910618835127,0.3333333333333333,0.3333333333333333,8.0,8.0
1M6i4FsuhWexcrLsohx45V3ECUqJyKFVvz,170.0,170.0,0.0,1,1,1,2,170.0,170.0,2011-03-23T15:30:07Z,2011-03-23T16:08:49Z,170.0,170.0,130.0,40.0,0.0,45.0,1.0,1.0,170.0,170.0
1Ay13BEQzEX4u3Mff73bA6XHg2QG6mwTQ2,147.53,147.53,0.0,31,16,25,17,4.759032258064516,9.220625,2011-01-26T00:39:57Z,2011-08-15T01:43:51Z,10.95,0.05,40.87,0.019201520912547527,4.260107181477867,9.470809816519136,0.15422885572139303,0.07960199004975124,0.7339800995024875,0.7339800995024875
1EjBw3koS6S1Q5Ybxfh4zTVdNyeEZtPnjS,10.48,10.48,0.0,1,1,1,2,10.48,10.48,2011-03-23T09:51:26Z,2011-03-23T09:51:26Z,10.48,10.48,10.06,0.01,0.0,4.646205142072637,1.0,1.0,10.48,10.48
1AuXWUAsQm67xjMiVC6Kqv6DRC3zYZhcCx,144.33,144.33,0.0,1,1,2,2,144.33,144.33,2011-03-23T12:01:26Z,2011-03-23T12:14:05Z,137.891295503212,6.438704496788009,121.19481492811259,23.135185071887435,65.726295503212,49.02981492811258,1.0,1.0,144.33,144.33
