address,in_btc,out_btc,balance,in_degree,out_degree,unique_in_degree,unique_out_degree,mean_in_btc,mean_out_btc,first_active,last_active,max_in_btc,min_in_btc,max_out_btc,min_out_btc,in_standard_deviation,out_standard_deviation,in_transaction_frequency,out_transaction_frequency,in_amount_frequency,out_amount_frequency
1DhaFLBBYuAXxLaUxmAnm4yRZABSrtfttv,1.0,1.0,0.0,1,1,1,1,1.0,1.0,2016-11-08T03:31:22Z,2016-11-08T03:46:56Z,1.0,1.0,0.99985363,0.00014637,0.0,0.49985363000000005,1.0,1.0,1.0,1.0
1DHCNewHhviSQ4vEbxohifzpcc5GtTsurw,1.0,1.0,0.0,1,1,1,1,1.0,1.0,2016-10-04T07:30:17Z,2016-10-04T07:51:16Z,1.0,1.0,0.99985955,0.00014045,0.0,0.49985955000000004,1.0,1.0,1.0,1.0
1DHEswFZTGBtYaLAVrD8FX4UXaXhc2hiYt,0.8,0.8,0.0,1,1,3,1,0.8,0.8,2017-02-24T03:18:51Z,2017-02-24T03:24:52Z,0.39002025079264513,0.09594449343319396,0.79973774,0.00026226,0.1246407509395427,0.39973774,1.0,1.0,0.8,0.8
1DhGAjgPfEHRHseCFVRw6on4pHc61axKVu,0.4,0.4,0.0,1,1,1,1,0.4,0.4,2017-07-12T06:34:19Z,2017-07-12T06:45:10Z,0.4,0.4,0.39850325,0.00149675,0.0,0.19850325,1.0,1.0,0.4,0.4
1DHGH9HH2NiKoKHTLhYS3B5QFS1mW8hJEc,3.0,3.0,0.0,1,1,1,2,3.0,3.0,2016-03-31T11:05:53Z,2016-04-05T11:16:14Z,3.0,3.0,2.999563694270913,4.841482110857246e-05,0.0,1.4139050544256875,0.2,0.2,0.6,0.6
1DHipDeA2u18JEBfoZTwHN4LhKR7B5t5ZV,42.1871352,42.1871352,0.0,16,11,26,11,2.63669595,3.835194109090909,2015-07-07T15:58:16Z,2015-11-02T23:40:38Z,6.0674352,9.906430680005028e-05,10.301655014758062,1.4680134680134681e-05,1.4393527826534982,2.6724708903383947,0.13559322033898305,0.09322033898305085,0.3575180949152542,0.3575180949152542
1Dhkz8P4H1nU5CvBZEbAZL763oAoooKAZA,1.0,1.0,0.0,1,1,1,1,1.0,1.0,2017-03-21T05:15:53Z,2017-03-21T05:35:12Z,1.0,1.0,0.99941698,0.00058302,0.0,0.49941698,1.0,1.0,1.0,1.0
1DHmBCXzuYbWn7D5m4qAAXU7xEyUACKReC,1.0,1.0,0.0,1,1,1,2,1.0,1.0,2016-03-31T06:56:46Z,2016-03-31T08:58:35Z,1.0,1.0,0.9993084785328552,2.7684508986448042e-05,0.0,0.470915612886306,1.0,1.0,1.0,1.0
1DHMq6ApXpF3qjRKKxzja49fBTj5E82xBa,0.5,0.5,0.0,1,1,1,2,0.5,0.5,2016-03-15T07:11:02Z,2016-03-15T14:37:22Z,0.5,0.5,0.4999502904791834,3.643580606154601e-06,0.0,0.23566711109262647,1.0,1.0,0.5,0.5
1DHMRT4Dxhf1ASkKz3RyiEJHFCZTNrBw8z,1.2,1.2,0.0,1,1,1,2,1.2,1.2,2016-05-30T21:37:15Z,2016-05-31T07:49:37Z,1.2,1.2,1.1988126403018868,0.00011558730268315499,0.0,0.5648459697428061,1.0,1.0,1.2,1.2
