address,in_btc,out_btc,balance,in_degree,out_degree,unique_in_degree,unique_out_degree,mean_in_btc,mean_out_btc,first_active,last_active,max_in_btc,min_in_btc,max_out_btc,min_out_btc,in_standard_deviation,out_standard_deviation,in_transaction_frequency,out_transaction_frequency,in_amount_frequency,out_amount_frequency
18xp6KPUfKjq5j24m7uiasbpjT9MTWNQX7,2.4,2.4,0.0,2,2,2,4,1.2,1.2,2016-05-19T07:04:06Z,2016-05-20T10:13:50Z,1.2,1.2,1.1998571598619212,6.156695631472443e-05,0.0,0.5574597399275023,2.0,2.0,2.4,2.4
18xpMTWcjpaiQwMUTVcsV8KET1NRERUrcc,4.0,4.0,0.0,1,1,1,2,4.0,4.0,2016-08-15T16:14:56Z,2016-08-16T08:40:42Z,4.0,4.0,3.9994355220968556,0.00014203978254823064,0.0,1.8852189404864077,1.0,1.0,4.0,4.0
18xR9zUK9eTK2y9kAfaiNvnhq5F1yn3Mb,1.0,1.0,0.0,1,1,1,2,1.0,1.0,2016-03-23T23:57:02Z,2016-03-24T09:26:32Z,1.0,1.0,0.9998940112348091,5.652200866708129e-06,0.0,0.47132957700151346,1.0,1.0,1.0,1.0
18XSJfCLDMYy36yArDRyqNyzEeoNq8ngbK,0.64,0.64,0.0,1,1,1,1,0.64,0.64,2017-05-07T06:49:55Z,2017-05-07T07:10:24Z,0.64,0.64,0.63963508,0.00036492,0.0,0.31963508,1.0,1.0,0.64,0.64
18Xu1f2y2DDptR7iFY2dvnfYQxtpnFZSvg,2.0,2.0,0.0,1,1,1,1,2.0,2.0,2016-06-06T20:58:34Z,2016-06-06T21:14:57Z,2.0,2.0,1.99986604,0.00013396,0.0,0.9998660399999999,1.0,1.0,2.0,2.0
18Xw5DPdX297UyFdUFZGiBbsQ8wizCfuYm,1.0,1.0,0.0,1,1,4,2,1.0,1.0,2013-11-13T21:10:32Z,2013-11-14T17:12:31Z,0.5515718775422772,0.11929719723522314,0.9997181149101799,9.997181149101798e-06,0.17643315817182406,0.47120521006217275,1.0,1.0,1.0,1.0
18xwSJuSnYFELVJh3vEtm6UQ5c57Jow9r4,0.3,0.3,0.0,1,1,1,2,0.3,0.3,2013-12-08T16:29:26Z,2014-02-12T17:52:07Z,0.3,0.3,0.2999631014489018,6.899151333324742e-06,0.0,0.14139526533610952,0.015151515151515152,0.015151515151515152,0.004545454545454545,0.004545454545454545
18xX1XZ65Kkh474KoBTHQdvRXzLG2ztYDa,1.3142,1.3142,0.0,1,1,1,1,1.3142,1.3142,2016-10-05T16:14:01Z,2016-10-05T16:29:46Z,1.3142,1.3142,1.31390975,0.00029025,0.0,0.6568097500000001,1.0,1.0,1.3142,1.3142
18XY7XqsGrrtWQkS8gP3scfhjQf7vzWyFg,0.75,0.75,0.0,1,1,1,1,0.75,0.75,2017-03-03T08:49:29Z,2017-03-03T09:26:19Z,0.75,0.75,0.7497340500000002,0.00026595,0.0,0.37473405000000004,1.0,1.0,0.75,0.75
18XyBC6Gfz5okP8Rpj84XJeumq2wBJwFdg,2.0,2.0,0.0,1,1,1,2,2.0,2.0,2016-07-14T11:56:45Z,2016-07-16T22:52:03Z,2.0,2.0,1.9996208668845867,4.561468467508223e-05,0.0,0.9425409613136496,0.5,0.5,1.0,1.0
18XyGKWJLRasjRaAJx2UN3PwDGCx3UL8U8,1.0,1.0,0.0,1,1,2,1,1.0,1.0,2017-01-31T09:49:26Z,2017-01-31T10:07:17Z,0.5002318571759796,0.4997681428240204,0.99970997,0.00029003,0.00023185717597962174,0.49970997,1.0,1.0,1.0,1.0
18XykHUB38KMFL2cySq6C2J7CA6Y9Ubs2C,8.90064344,8.90064344,0.0,56,55,134,1,0.15894006142857142,0.16182988072727272,2014-03-11T13:06:31Z,2014-07-16T01:07:42Z,0.50810142,1.1632696884286368e-05,0.50810142,0.001844209999999999,0.10052345288248513,0.11896971452760087,0.4444444444444444,0.4365079365079365,0.0706400273015873,0.0706400273015873
18xzNCszTjXqdNu6pEmCWZU9WeacJzSBxY,0.56,0.56,0.0,1,1,1,1,0.56,0.56,2016-12-30T07:26:46Z,2016-12-30T07:36:51Z,0.56,0.56,0.5598451,0.0001549,0.0,0.2798451,1.0,1.0,0.56,0.56
18y4hqDCsKUen9JX2Q2mUJnoJ4o4FKiPVK,1.25,1.25,0.0,1,1,1,1,1.25,1.25,2016-04-20T14:02:58Z,2016-04-20T14:16:20Z,1.25,1.25,1.24976879,0.00023121,0.0,0.6247687900000001,1.0,1.0,1.25,1.25
18YbVgBNGnq3kdgoaHTMhfky8S8aJZtTYb,1.1986,1.1986,0.0,2,2,3,1,0.5993,0.5993,2014-03-25T15:37:19Z,2014-04-16T01:47:06Z,0.9982368940330211,0.0017631059669790023,1.0,0.1986,0.4309065296240823,0.4007,0.09523809523809523,0.09523809523809523,0.05707619047619048,0.05707619047619048
18YcjGk7AXkD8KAbzMuEUxH1TEYf52C15y,1.0,1.0,0.0,1,1,8,2,1.0,1.0,2013-11-20T14:32:39Z,2013-11-26T12:08:37Z,0.5041730560139925,6.120358396176262e-05,0.9998264629360745,1.759528972040711e-05,0.1647445787998779,0.47128181494068544,0.2,0.2,0.2,0.2
18Yd9nfS1ntYaX4DrjZJ3GaaNyDU8eJhDk,1.2,1.2,0.0,1,1,1,2,1.2,1.2,2016-06-17T14:36:44Z,2016-06-18T06:12:38Z,1.2,1.2,1.1475,0.00021035875000000002,0.0,0.5289897607178099,1.0,1.0,1.2,1.2
18YDDVvkuariQyAdtpJxToSC1Vvh3SRweo,1.0,1.0,0.0,1,1,2,2,1.0,1.0,2016-03-02T04:13:44Z,2016-03-03T16:13:09Z,0.9988296313677412,0.0011703686322588373,0.9927813130188519,3.1997189927646905e-05,0.49882963136774117,0.46630928637549773,1.0,1.0,1.0,1.0
18YdHKFGc8irmrnm9vCKq2QuDmE2RNJyGK,0.5098,0.5098,0.0,2,2,2,4,0.2549,0.2549,2016-03-21T08:45:18Z,2016-03-22T09:23:10Z,0.4999,0.0099,0.499750405912895,7.116632784377081e-08,0.245,0.18553187797554738,2.0,2.0,0.5098,0.5098
